variant,tag,reference,max-dt-200,max-dt-400,max-gap-freq-80,max-gap-freq-99,max-gap-num-50,max-gap-num-500,min-seqs-2,min-seqs-6,no-ambiguous
706010164-3-5041--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5042--,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
706010164-3-5043--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5044--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5045--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5046--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5047--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5048--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5049--,706010164-3,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
706010164-3-5050--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5051--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5052--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5053--,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
706010164-3-5054--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5055--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5056--,706010164-3,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
706010164-3-5057--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5058--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5059--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5060--,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
706010164-3-5061--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5062--,706010164-3,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
706010164-3-5063--,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
706010164-3-5064--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5065--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5066--,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
706010164-3-5067--,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
706010164-3-5068--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5069--,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
706010164-3-5070--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5071--,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
706010164-3-5072--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5073--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5074--,706010164-3,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
706010164-3-5075--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5076--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5077--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5078--,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
706010164-3-5079--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5080--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5081--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-5082--,706010164-3,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
706010164-3-5132-T,706010164-3,-0.001,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001
706010164-3-5133-G,706010164-3,-0.0,0.0008,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0001
706010164-3-5138-T,706010164-3,0.0016,0.0022,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0017
706010164-3-5157-G,706010164-3,0.0047,0.0055,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047
706010164-3-5208-T,706010164-3,-0.0022,,-0.0022,-0.0022,-0.0022,-0.0022,-0.0022,-0.0022,-0.0022,-0.0025
706010164-3-5221-A,706010164-3,-0.0026,,-0.0026,-0.0026,-0.0026,-0.0026,-0.0026,-0.0026,-0.0026,-0.0029
706010164-3-5224-A,706010164-3,-0.0025,,-0.0025,-0.0025,-0.0025,-0.0026,-0.0025,-0.0025,-0.0025,-0.0031
706010164-3-5229-G,706010164-3,-0.0004,,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004
706010164-3-5236-G,706010164-3,0.0721,0.0731,0.0721,0.0721,0.0721,0.0716,0.0721,0.0721,0.0721,0.0715
706010164-3-5292-G,706010164-3,0.0065,0.0069,0.0065,0.0065,0.0065,0.0066,0.0065,0.0065,0.0065,0.0066
706010164-3-5302-A,706010164-3,-0.0031,,-0.0031,-0.0031,-0.0031,-0.0029,-0.0031,-0.0031,-0.0031,-0.0032
706010164-3-5309-A,706010164-3,0.0012,0.0017,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
706010164-3-5322-C,706010164-3,-0.0038,,-0.0038,-0.0038,-0.0038,-0.0038,-0.0038,-0.0038,-0.0038,-0.0038
706010164-3-5327-T,706010164-3,-0.0023,,-0.0023,-0.0023,-0.0023,-0.0022,-0.0023,-0.0023,-0.0023,-0.0024
706010164-3-5335-A,706010164-3,0.0008,0.0006,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,-0.0004
706010164-3-5370-T,706010164-3,-0.0026,,-0.0026,-0.0026,-0.0026,-0.0025,-0.0026,-0.0026,-0.0026,-0.0027
706010164-3-5377-A,706010164-3,0.0006,0.0016,0.0006,0.0006,0.0006,0.0007,0.0006,0.0006,0.0006,0.0007
706010164-3-5413--,706010164-3,-0.0007,,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0006
706010164-3-5437-G,706010164-3,-0.0025,-0.0017,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0027
706010164-3-5460-T,706010164-3,-0.0059,-0.0046,-0.0059,-0.0059,-0.0059,-0.0058,-0.0059,-0.0059,-0.0059,-0.0059
706010164-3-5479-C,706010164-3,-0.0015,,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0016
706010164-3-5493-G,706010164-3,-0.0011,,-0.0011,-0.0011,-0.0011,-0.0012,-0.0011,-0.0011,-0.0011,-0.0012
706010164-3-5514-A,706010164-3,0.019,0.0197,0.019,0.019,0.019,0.0189,0.019,0.019,0.019,0.0188
706010164-3-5532-C,706010164-3,-0.0016,,-0.0016,-0.0016,-0.0016,-0.0017,-0.0016,-0.0016,-0.0016,-0.0016
706010164-3-5558-T,706010164-3,0.0056,0.0065,0.0056,0.0056,0.0056,0.0057,0.0056,0.0056,0.0056,0.0057
706010164-3-5571-T,706010164-3,-0.0012,,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0013
706010164-3-5582-T,706010164-3,-0.0017,,-0.0017,-0.0017,-0.0017,-0.0017,-0.0017,-0.0017,-0.0017,-0.0017
706010164-3-5615-T,706010164-3,0.0011,,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.001
706010164-3-5628-T,706010164-3,0.0354,0.0357,0.0354,0.0354,0.0354,0.0353,0.0354,0.0354,0.0354,0.0351
706010164-3-5630-A,706010164-3,-0.0016,,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016
706010164-3-5632-G,706010164-3,-0.0004,,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004
706010164-3-5649-A,706010164-3,-0.0001,0.0005,-0.0001,-0.0001,-0.0001,-0.0,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-5714-T,706010164-3,0.0015,0.0021,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0014
706010164-3-5724-A,706010164-3,-0.001,,-0.001,-0.001,-0.001,-0.0009,-0.001,-0.001,-0.001,-0.0012
706010164-3-5726-G,706010164-3,-0.0021,,-0.0021,-0.0021,-0.0021,-0.0022,-0.0021,-0.0021,-0.0021,-0.0019
706010164-3-5753-G,706010164-3,0.0102,0.0127,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0107
706010164-3-5793-T,706010164-3,0.0178,0.0175,0.0178,0.0178,0.0178,0.0177,0.0178,0.0178,0.0178,0.0179
706010164-3-5796-T,706010164-3,0.0151,0.0166,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151
706010164-3-5807-G,706010164-3,0.0003,,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0
706010164-3-5809-A,706010164-3,0.0065,0.0077,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0057
706010164-3-5819-A,706010164-3,-0.0013,0.0003,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,-0.0012
706010164-3-5821-G,706010164-3,0.0049,0.0056,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,0.0049
706010164-3-5825-T,706010164-3,0.008,0.0081,0.008,0.008,0.008,0.0081,0.008,0.008,0.008,0.0081
706010164-3-5838-T,706010164-3,0.0038,0.0049,0.0038,0.0038,0.0038,0.0037,0.0038,0.0038,0.0038,0.0037
706010164-3-5902-A,706010164-3,-0.0004,,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004
706010164-3-5915-C,706010164-3,0.025,0.0226,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.0248
706010164-3-5916-G,706010164-3,0.0681,0.0683,0.0681,0.0681,0.0681,0.0675,0.0681,0.0681,0.0681,0.0668
706010164-3-5917-T,706010164-3,0.0646,0.0646,0.0646,0.0646,0.0646,0.064,0.0646,0.0646,0.0646,0.0646
706010164-3-5933-A,706010164-3,0.0012,,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
706010164-3-5933-T,706010164-3,0.0046,,0.0046,0.0046,0.0046,0.0047,0.0046,0.0046,0.0046,0.0046
706010164-3-5944-T,706010164-3,0.0055,0.0054,0.0055,0.0055,0.0055,0.0057,0.0055,0.0055,0.0055,0.0055
706010164-3-5997-A,706010164-3,-0.0043,-0.0036,-0.0043,-0.0043,-0.0043,-0.0043,-0.0043,-0.0043,-0.0043,-0.0044
706010164-3-6001-T,706010164-3,-0.0045,-0.0023,-0.0045,-0.0045,-0.0045,-0.0046,-0.0045,-0.0045,-0.0045,-0.0044
706010164-3-6049-G,706010164-3,-0.0003,,-0.0003,-0.0003,-0.0003,-0.0001,-0.0003,-0.0003,-0.0003,-0.0015
706010164-3-6107-T,706010164-3,-0.0015,0.0007,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,
706010164-3-6156-A,706010164-3,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0004,-0.0005,-0.0005,-0.0005,-0.0004
706010164-3-6223-C,706010164-3,0.0045,0.0054,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045
706010164-3-6237-A,706010164-3,0.0319,0.0325,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319
706010164-3-6238-G,706010164-3,0.0405,0.0394,0.0405,0.0405,0.0405,0.0406,0.0405,0.0405,0.0405,0.0404
706010164-3-6239d-T,706010164-3,0.001,0.0018,0.001,0.001,0.001,0.0011,0.001,0.001,0.001,0.0011
706010164-3-6239e-A,706010164-3,0.0162,0.0179,0.0162,0.0162,0.0162,0.0162,0.0162,0.0162,0.0162,0.0163
706010164-3-6247-C,706010164-3,0.0083,0.0083,0.0083,0.0083,0.0083,0.0084,0.0083,0.0083,0.0083,0.0084
706010164-3-6249-T,706010164-3,0.0151,0.0166,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151
706010164-3-6292-C,706010164-3,-0.0011,,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0013
706010164-3-6305-A,706010164-3,-0.0017,0.0005,-0.0017,-0.0017,-0.0017,-0.0017,-0.0017,-0.0017,-0.0017,-0.0016
706010164-3-6309-C,706010164-3,0.0027,0.0022,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027
706010164-3-6311-G,706010164-3,-0.0004,0.0007,-0.0004,-0.0004,-0.0004,-0.0005,-0.0004,-0.0004,-0.0004,-0.0004
706010164-3-6317-A,706010164-3,-0.0026,,-0.0026,-0.0026,-0.0026,-0.0026,-0.0026,-0.0026,-0.0026,-0.0029
706010164-3-6347-A,706010164-3,-0.0129,-0.0114,-0.0129,-0.0129,-0.0129,-0.013,-0.0129,-0.0129,-0.0129,-0.0131
706010164-3-6353-G,706010164-3,-0.0011,,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0014
706010164-3-6362-G,706010164-3,-0.0006,,-0.0006,-0.0006,-0.0006,-0.0006,-0.0006,-0.0006,-0.0006,-0.0005
706010164-3-6365-C,706010164-3,0.0003,,0.0003,0.0003,0.0003,0.0001,0.0003,0.0003,0.0003,0.0002
706010164-3-6426-A,706010164-3,-0.0045,,-0.0045,-0.0045,-0.0045,-0.0045,-0.0045,-0.0045,-0.0045,-0.0045
706010164-3-6453-G,706010164-3,-0.0041,-0.0002,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0035
706010164-3-6506-T,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0004
706010164-3-6513-G,706010164-3,0.0022,0.002,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022
706010164-3-6515-G,706010164-3,-0.0021,-0.0015,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,-0.0022
706010164-3-6526-C,706010164-3,-0.0019,,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0022
706010164-3-6528-A,706010164-3,-0.001,,-0.001,-0.001,-0.001,-0.0009,-0.001,-0.001,-0.001,-0.0012
706010164-3-6616-T,706010164-3,-0.0119,-0.0109,-0.0119,-0.0119,-0.0119,-0.012,-0.0119,-0.0119,-0.0119,-0.012
706010164-3-6622-A,706010164-3,-0.0014,,-0.0014,-0.0014,-0.0014,-0.0014,-0.0014,-0.0014,-0.0014,-0.0013
706010164-3-6627-C,706010164-3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001
706010164-3-6628-A,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002
706010164-3-6628-G,706010164-3,-0.0003,,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002
706010164-3-6629-A,706010164-3,-0.0009,,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009
706010164-3-6630--,706010164-3,-0.0003,,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002
706010164-3-6630-A,706010164-3,-0.0013,,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,-0.0013,-0.0012
706010164-3-6630-C,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-6631--,706010164-3,-0.0003,,-0.0003,-0.0003,-0.0003,-0.0002,-0.0003,-0.0003,-0.0003,-0.0002
706010164-3-6631-A,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-6632--,706010164-3,-0.0005,,-0.0005,-0.0005,-0.0005,-0.0004,-0.0005,-0.0005,-0.0005,-0.0004
706010164-3-6632-A,706010164-3,-0.0004,,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004,-0.0004
706010164-3-6633--,706010164-3,0.0004,,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005
706010164-3-6634--,706010164-3,0.0028,,0.0028,0.0028,0.0028,0.0029,0.0028,0.0028,0.0028,0.0028
706010164-3-6634-G,706010164-3,0.0024,,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0023
706010164-3-6634-T,706010164-3,0.003,,0.003,0.003,0.003,0.0031,0.003,0.003,0.003,0.0028
706010164-3-6635--,706010164-3,0.0005,,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006
706010164-3-6636--,706010164-3,0.0018,,0.0018,0.0018,0.0018,0.0019,0.0018,0.0018,0.0018,0.002
706010164-3-6636-G,706010164-3,0.0014,,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0015
706010164-3-6637--,706010164-3,0.0021,,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.002
706010164-3-6637-G,706010164-3,0.0019,,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0016
706010164-3-6638--,706010164-3,0.0017,,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0018
706010164-3-6638-C,706010164-3,0.0014,0.0016,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0015
706010164-3-6639--,706010164-3,0.0003,,0.0003,0.0003,0.0003,0.0004,0.0003,0.0003,0.0003,0.0004
706010164-3-6640--,706010164-3,-0.0041,,-0.0041,-0.0041,-0.0041,-0.0042,-0.0041,-0.0041,-0.0041,-0.0041
706010164-3-6640-A,706010164-3,-0.0098,-0.0098,-0.0098,-0.0098,-0.0098,-0.0099,-0.0098,-0.0098,-0.0098,-0.0099
706010164-3-6641--,706010164-3,0.0005,,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006
706010164-3-6642-A,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002
706010164-3-6643-G,706010164-3,0.0002,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
706010164-3-6644-T,706010164-3,0.0002,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
706010164-3-6645-A,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002
706010164-3-6646-A,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002
706010164-3-6647-T,706010164-3,0.0002,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
706010164-3-6657-C,706010164-3,0.0002,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
706010164-3-6658-A,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002
706010164-3-6659-A,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002
706010164-3-6660-A,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002
706010164-3-6661-A,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002
706010164-3-6662-T,706010164-3,0.0002,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
706010164-3-6663--,706010164-3,-0.0034,,-0.0034,-0.0034,-0.0034,-0.0035,-0.0034,-0.0034,-0.0034,-0.0034
706010164-3-6663-G,706010164-3,-0.0092,-0.0094,-0.0092,-0.0092,-0.0092,-0.0093,-0.0092,-0.0092,-0.0092,-0.0093
706010164-3-6664--,706010164-3,0.0005,,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006
706010164-3-6664-T,706010164-3,-0.0003,,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002
706010164-3-6665--,706010164-3,0.0005,,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006
706010164-3-6666--,706010164-3,0.0011,,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0012
706010164-3-6667--,706010164-3,0.0012,,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0013
706010164-3-6667-C,706010164-3,0.0004,,0.0004,0.0004,0.0004,0.0005,0.0004,0.0004,0.0004,0.0006
706010164-3-6668--,706010164-3,0.0005,,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006
706010164-3-6669--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0,-0.0001,-0.0001,-0.0001,0.0
706010164-3-6669-G,706010164-3,-0.0005,,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0004
706010164-3-6670--,706010164-3,0.0005,,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006
706010164-3-6671--,706010164-3,0.0006,,0.0006,0.0006,0.0006,0.0007,0.0006,0.0006,0.0006,0.0007
706010164-3-6671-C,706010164-3,0.0002,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
706010164-3-6678-G,706010164-3,-0.0005,,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0003
706010164-3-6691-A,706010164-3,0.0,,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,-0.0
706010164-3-6748-C,706010164-3,0.0006,0.0008,0.0006,0.0006,0.0006,0.0007,0.0006,0.0006,0.0006,0.0007
706010164-3-6782d--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-6782e--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-6782f--,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0
706010164-3-6782g--,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009
706010164-3-6782h--,706010164-3,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
706010164-3-6782i--,706010164-3,0.0001,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
706010164-3-6782j-G,706010164-3,0.0004,,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
706010164-3-6782l-G,706010164-3,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
706010164-3-6782n-C,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
706010164-3-6782o-T,706010164-3,-0.001,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001
706010164-3-6784-A,706010164-3,-0.0014,,-0.0014,-0.0014,-0.0014,-0.0014,-0.0014,-0.0014,-0.0014,-0.0014
706010164-3-6786-A,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001
706010164-3-6787-A,706010164-3,-0.0001,,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001
706010164-3-6788-C,706010164-3,-0.0007,,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007,-0.0007
706010164-3-6789-G,706010164-3,0.0012,,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0024
706010164-3-6790-G,706010164-3,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
706010164-3-6791-C,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
706010164-3-6792-T,706010164-3,-0.0002,,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002,-0.0002
706010164-3-6793-T,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
706010164-3-6794-T,706010164-3,0.0008,,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
706010164-3-6805-G,706010164-3,0.0059,0.0064,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0059,0.0062
706010164-3-6849-A,706010164-3,0.0043,,0.0043,0.0043,0.0043,0.0045,0.0043,0.0043,0.0043,0.005
706010164-3-6858--,706010164-3,0.0027,0.0033,0.0027,0.0027,0.0027,0.0028,0.0027,0.0027,0.0027,0.0027
706010164-3-6859--,706010164-3,0.0027,0.0033,0.0027,0.0027,0.0027,0.0028,0.0027,0.0027,0.0027,0.0027
706010164-3-6860--,706010164-3,0.0036,0.0036,0.0036,0.0036,0.0036,0.0037,0.0036,0.0036,0.0036,0.0036
706010164-3-6861--,706010164-3,0.0036,0.0036,0.0036,0.0036,0.0036,0.0037,0.0036,0.0036,0.0036,0.0036
706010164-3-6862--,706010164-3,0.0029,0.0033,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029
706010164-3-6863--,706010164-3,0.0029,0.0033,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029
706010164-3-6929-A,706010164-3,-0.0028,,-0.0028,-0.0028,-0.0028,-0.0028,-0.0028,-0.0028,-0.0028,-0.0015
